순위,제목,저자,출판사,요약
176,텐서플로를 이용한 고급 딥러닝 데이터 과학 시리즈 ,산타누 파타나야크,에이콘출판,"딥러닝에 필요한 수학적 기초부터 딥러닝의 기본 이론, CNN, RNN, RBM 및 GAN까지 모두 다루고 있는 책이다. 먼저, 딥러닝에 필요한 선형대수, 확률, 미적분, 최적화와 같은 기본적인 수학적인 기초를 탄탄히"
177,실무자 관점에서 다룬 마이크로서비스 아키텍처 2판 ,에버하르트 볼프,에이콘출판,"1부에서 마이크로서비스라는 용어를 정의하고, 마이크로서비스 아키텍처는 마이크로 micro  아키텍처와 매크로 macro  아키텍처라는 두개의 레벨로 구성돼 있음을 설명한다. 레거시 시스템을 마이크로서비스로"
178,"코딩셰프의 3분 딥러닝, 케라스맛",김성진,한빛미디어,"간결하고 직관적인 인공신경망 API를 제공하는 케라스는 구글 텐서플로, 마이크로소프트 CNTK, 아마존 MXNET, OpenCL PlaidML, 시애노 등의 딥러닝 엔진에서 지원하는 인기 인공지능 툴입니다. 이 책은 딥러닝"
179,한 권으로 끝내는 딥러닝 텐서플로,바라스 람순다르,한빛미디어,"딥러닝 기초 이론과 텐서플로 동작 원리를 단시간에 확실히 배울 수 있게 구성되었다. 회귀분석에서 시작해 하이퍼파라미터 최적화, CNN, RNN, 강화학습, 나아가 GPU 및 TPU까지, 딥러닝/머신러닝 관련 업무에"
180,알고리즘이 욕망하는 것들,에드 핀,한빛미디어,"* 넷플릭스가 나보다 나를 더 잘 아는 이유 
알고리즘이 우리 생활 모든 곳에 자리 잡은 지 오래다. 내 마음을 나보다 더 잘 아는 알고리즘, 하지만 우리는 알고리즘에 관해 얼마만큼 알고 있을까? 이 책은 대중"
181,밑바닥부터 시작하는 비트코인,송재준,한빛미디어,"비트코인은 블록체인 기술의 집약체입니다. 이더리움, 이오스 같은 2, 3세대 블록체인은 비트코인을 바탕으로 확장, 발전한 개념입니다. 디앱 개발에서 머무르지 않고 블록체인 개발자로 성장하기 위해서는"
182,텐서플로 입문서 완전초보자도 따라하는 ,비피제이기술거래,비티타임즈,"지금까지 딥러닝이나 인공지능은 전문적인 지식을 가진 사람들이 사용할 수 있는 기술로 여겨져 왔다. 하지만, 딥러닝과 인공지능이 점차 널리 사용되고 있는 상황에서 이는 큰 문제임이 틀림없다.

 이를"
183,사물인터넷 with Python 실전 프로젝트 가이드 애프터스킬 시리즈 ,박진현,아이콕스,"다가올 ‘4차 산업혁명’과 더불어 거론되는 주요 키워드 중에서도 가장 재미있게 와닿는 분야라면 단연 ‘사물인터넷 IoT, Internet of Things ’이 아닐까 싶은데요. 당연하게도 ‘사물인터넷 IoT ’이란 분야는"
184,인공지능. 1: 현대적 접근방식 3판 ,스튜어트 러셀,제이펍,"이 책은 논리학, 확률, 연속수학과 지각, 추론, 학습, 동작, 그리고 초소형 전자기기부터 로봇 행성 탐사 차량에 이르기까지 모든 것을 포괄하는 인공지능 분야의 전 면모를 다루고 있다. 그중 이 책을 관통하는"
185,스케치로 시작하는 아두이노 프로그래밍 2판  제이펍의 로봇 시리즈 9 ,사이먼 몽크,제이펍,"전면 개정된 이 책에서는 아두이노 우노 R3를 비롯하여 모든 아두이노 모델의 프로그래밍을 단계별로 보여 준다. 전자공학의 대가 사이먼 몽크의 최신작인 이 책은 쉬운 설명과 재밌는 예시, 다운로드 가능한 샘플"
186,머신러닝 탐구생활 Kaggle 우승작으로 배우는 ,정권우,비제이퍼블릭,"이 책은 과거 캐글 경진대회에서 제공된 실제 데이터를 다룬다. 머신러닝을 시작하기 위하여 두껍고 어려운 선형대수, 미적분, 통계 책을 읽기 시작하여 고통받고 있는 독자를 위하여, 이 책은 더 재미있고 피부에"
187,사이트 신뢰성 엔지니어링,벳시 베이어,제이펍,이 책은 구글이 역사적인 서비스를 어떻게 만들어왔는지에 대한 구글 종사자들의 생생한 증언이다. 하지만 우리가 겪고 있는 다양한 문제에 대한 해결 방법을 알려주지는 않는다. 바로 이것이 이 책의 핵심
188,소프트웨어의 이해 창의력 컴퓨팅사고를 위한 ,강민수,연두에디션, 
189,실무가 훤히 보이는 머신러닝 & 딥러닝,마창수,책만,"실전 인공지능 기술과 서비스를 설계해 실무에 적용하고, 머신러닝과 딥러닝 개발을 직접 구현해보기 위해 다양한 시각의 이해가 필요한 기획자, 개발자, 관리자 모두를 위한 포괄적인 입문서!

파이썬에 기반을"
190,코딩 더 매트릭스,필립 클라인,루비페이퍼,"『코딩 더 매트릭스』는 소프트웨어 개발에 자주 사용되는 선형대수의 수학적 개념과 이론적 배경, 활용 기법을 전반적으로 소개하고, 이 개념들이 실제 프로그래밍에 어떻게 적용될 수 있는지 예제와 Lab 과제를"
191,텐서플로우 엣지있게 설명한 ,Sam Abrahams,홍릉과학출판사,▶ 이 책은 텐서플로우에 대해 다룬 이론서입니다. 텐서플로우의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.
192,쉽게 배워 폼나게 활용하는 아두이노 코딩 Easy 시리즈 17 ,장수정,성안당,"쉽게 배워 폼나게 활용하는 아두이노 코딩은
ㆍ전국컴퓨터교육협의회 추천도서입니다.
ㆍ연세대 소프트웨어 교육연구회 추천도서입니다.
ㆍ실용적인 예제 : 자세한 따라하기 방식으로 해설하여 기능을 쉽게"
193,라즈베리파이 3을 이용한 사물인터넷 기초부터 실무까지,김경희,동일출판사,『라즈베리파이 3을 이용한 사물인터넷 기초부터 실무까지기』는 총 4편으로 구성되어 있으며 1편은 라즈비안 OS를 인스톨하는 방법과 프로그램을 작성할 때 필요한 환경을 설정하는 방법에 대하여 집필을
194,소프트웨어 아키텍처 이론과 실제 개정판 3판  소프트웨어 아키텍처 시리즈 ,렌 베스,에이콘출판,『소프트웨어 아키텍처 이론과 실제』는 소프트웨어 아키텍트가 되고자 하는 사람과 이미 소프트웨어 아키텍트로서 역할을 수행 중인 사람 모두가 읽어야 하는 소프트웨어 아키텍처 교과서로 이번 3판은 전면
195,누구나 쓱 읽고 싹 이해하는 IT 핵심 기술,Dave Lee,영진닷컴,"이 책은 IT를 처음 시작하는 사람을 위해 IT의 기초 지식부터 웹, 파이썬, 데이터베이스, 머신러닝과 같은 핵심 기술, IT 분야의 업무환경과 개발자와의 협업 방식까지 한 권으로 배워 볼 수 있습니다. 
웹페이지"
196,생활을 변화시키는 인공지능,다쿠치 카즈히로,영진닷컴,"최근 몇 년, 인공지능이라는 말이 뉴스나 신문, 웹 등에 자주 등장하고 있다. 인간의 일을 빼앗고 더 나아가 가까운 미래에 인류를 넘어선다는 이야기까지 나오는 등 기대와 불안과 혼돈이 함께 소용돌이치고"
197,블록체인 생활을 변화시키는 ,박의서,영진닷컴,"최근 비트코인으로 대표되는 암호화폐와 블록체인이 세상의 이목을 집중시키고 있다. 신문, 방송 등 여러 매체에서는 하루가 멀다 하고 특집기사가 나오고 열띤 토론회가 방송된다. 과연 암호화폐와 블록체인은"
198,"다양한 그래프, 간단한 수학, R로 배우는 머신러닝",우치 다이스케,영진닷컴,"다양한 그래프, 간단한 수학, R로 배우는 머신러닝 

이 책은 다양한 그래프, 간단한 수학을 통해 머신러닝의 기초를 이해하고, 데이터에 맞는 머신러닝을 선택하고, 통계 프로그램인 R을 이용해서 머신러닝을"
199,논리적 문제 해결을 위한 컴퓨팅 사고,김두진,영진닷컴,"컴퓨터의 사고방식을 통해 우리는 일상생활에서 맞닥뜨리는 어렵고 난해한 문제들을 체계적이고 논리적으로 해결할 수 있다. 이 도서는 이러한 컴퓨팅 사고에 관한 내용을 담은 도서로, 문제를 대하는 방법과"
200,한 권으로 이해하는 IoT 교과서,야코 토모노리,영진닷컴,"IoT는 벌써 다양한 형태로 생활 속에 녹아 들었다. 스마트 스피커 같은 새로운 장치가 아니더라도 이미 모든 집에 있는 냉장고, 세탁기를 비롯해 길거리에 있는 쓰레기통까지 IoT를 도입하고 있다. 지금 ‘내가"
201,C++로 배우는 딥러닝 신경망의 기초부터 C++를 이용한 구현까지 ,후지타 타케시,성안당,"요즘 생활어가 된 인공지능을 구현하기 위해서는 머신러닝, 좀 더 세부적으로는 딥러닝으로 범위를 좁혀서 딥러닝의 기초가 되는 신경망을 공부해야 한다. 집안에서 “기가지니, TV 좀 켜줘!”하고 인공지능"
202,만화로 쉽게 배우는 CPU,Michio Shibuya,성안당,"IT 기술의 핵심, CPU 동작원리 이해하기!

 IT 기술은 인터넷이 시장에서 활용되기 시작한 1950년대부터 점차 주목받고 있으며, 그 기술을 떠받치는 두뇌의 중심에는 CPU 중앙 연산 처리 장치 라 불리는 반도체"
203,머신러닝 만화로 쉽게 배우는 ,아라키 마사히로,성안당,"배울 것 많은 머신러닝을 만화로 쉽게 학습할 수 있다!
《만화로 쉽게 배우는 머신러닝》

이 책은 발전 가능성이 무궁무진할 것으로 기대되는 인공지능 분야의 하나인 머신러닝에 대해서 기초 지식부터"
204,인공지능 가이드북,I/O 편집부,크라운출판사,"클라우드 및 초고속 네트워크 등 인프라 정비에 따라 빅 데이터의 축적과 활용이 활발해지고 있다. 한편, 이를 처리하는 기술의 하나로서 인공지능도 현실적인 문제로 자리잡고 있다. 이에 따라 『인공지능"
205,사물인터넷이 바꾸는 세상,새뮤얼 그린가드,한울,현대인이 알아야 할 필수 지식을 선별해 영향력 있는 전문가가 쉽고 간명하게 정리한 MIT 지식 스펙트럼 시리즈의 첫 책이다. 미국의 IT 저널리스트 새뮤얼 그린가드는 이 책에서 모든 사물이 네트워크로 연결되는
206,ICT 융합 기술 전면개정판 3판  핵심 정보통신기술 총서 5 ,삼성SDS 기술사회,한울아카데미,"정보통신기술 분야 명품 참고서
최신 기술 흐름 반영, 더 쉽고 충실한 설명

1999년 첫 발간 이후 기술사 수험생 및 실무자의 필독서이자 정보통신기술 분야 종사자의 실전 지침서로 확고하게 자리매김한 '핵심"
207,"4차 산업혁명, 미래를 바꿀 인공지능 로봇",이세철,정보문화사,"이 책은 ‘인공지능 로봇’으로 변화될 미래를 설명하는 만큼 더욱 구체적인 미래에 대한 대비책이 될 수 있습니다. 특히 기술적, 사회적 측면에서 나타날 변화를 다각도로 분석하여 실제 우리 생활과 신상 미래"
208,보면 아는 블록체인,박성묵,정보문화사,"블록체인, 그것이 알고 싶다! 이 책은 블록체인이 가져올 변화를 이야기하고 제기된 문제를 다룬다. 그리고 발견된 문제에 대해 어떤 해결 방법이 모색되고 있는 지를 이야기하고 있다. 새로운 모습과 변혁을"
209,영상처리 기반의 인공지능 입문,고병철,그린,▶ 영상처리 기반의 인공지능에 관한 내용을 담은 전문서적입니다.
210,구글은 소프트웨어를 어떻게 테스트하는가 에이콘 소프트웨어 테스팅 시리즈 5  Paperback ,제임스 휘태커,에이콘출판,"『구글은 소프트웨어를 어떻게 테스트하는가』에서 테스팅 전문가인 저자들은 구글 현직 테스팅 전문가들과의 사내 인터뷰를 통해, 구글의 소프트웨어 테스팅 기법과 도구와 최신 사례를 소개하고, 품질을"
211,자연어 텍스트 처리를 통한 검색 시스템 구축 에이콘 데이터 과학 시리즈 ,그랜트 잉거솔,에이콘출판,"현대 웹 서비스에서 검색은 빼놓을 수 없는 기능이다. 사용자는 검색에 익숙하고, 검색 결과의 앞부분에서 곧바로 자신이 원하는 링크를 찾길 바란다. 사용자의 기준을 만족시키기는 어렵지만, 다행히 잘 만들어진"
212,소프트웨어 시스템 아키텍처 에이콘 소프트웨어 아키텍처 시리즈 ,닉 로잔스키,에이콘출판,『소프트웨어 시스템 아키텍처』는 소프트웨어 아키텍처의 본질은 무엇이며 소프트웨어를 디자인하는 종합예술가인 아키텍트가 어떻게 실무를 하는지에 대해 우리가 쉽게 접할 수 있는 정보 시스템을 기반으로
213,RabbitMQ 따라잡기 acorn+PACKT 시리즈 ,데이비드 도소트,에이콘출판,『RabbitMQ 따라잡기』는 가상의 기업을 소개하고 실생활에서 다뤄지는 문제를 해결하기 위해 도입되어야 할 메시징 시스템을 제시한다. 아울러 실제 사용 가능한 소스 코드와 이를 보완해나가는 각 장의 구성은
214,데이터 마이닝 개념과 기법 3판  에이콘 데이터 과학 시리즈 ,지아웨이 한,에이콘출판,이 책은 대량의 데이터셋에서 의미있는 패턴을 발견하는데 필요한 데이터 마이닝 이론과 실제적용 사례에 대해 설명한다. 실제 데이터 마이닝 프로젝트를 수행하는 분석가라면 기본적으로 알고 있어야 하는 다양한
215,스마트 IoT 프로젝트 acorn+PACKT 시리즈  Paperback ,아구스 쿠니아완,에이콘출판,"『스마트 IoT 프로젝트』는 IoT와 지능 시스템을 결합해 실생활의 문제를 해결하는 데 꼭 필요한 참고 서적이다. 물리 장치에 의사 결정 시스템을 더욱 쉽게 구현할 수 있도록, 기본 통계 지식과 데이터 과학 및"
216,ElasticSearch in Action 에이콘 오픈소스 프로그래밍 시리즈 ,라두 게오르게,에이콘출판,"일래스틱서치는 루씬 기반의 실시간 검색을 제공하는 분산 검색엔진이다. 검색 기능뿐만 아니라 강력한 집계 기능을 제공해 실시간 분석엔진으로도 활용 가능하며, 데이터를 저장할 수 있어 NoSQL 저장소로도"
217,알고리즘 비밀의 문을 열다 acornLoft ,토머스 코멘,에이콘출판,『알고리즘 비밀의 문을 열다』는 알고리즘 분야의 대가이자 전세계에서 가장 널리 쓰이는 알고리즘 교재 ‘Introduction to Algorithms’의 저자 토머스 코멘의 또 다른 명저다. 컴퓨터를 전공하는 사람은 물론
218,R 예제로 배우는 머신 러닝 acorn+PACKT 시리즈 ,라가프 발리,에이콘출판,"『R 예제로 배우는 머신 러닝』은 머신 러닝을 사용한 실제 응용 사례를 R로 작성된 예제 코드 중심으로 소개한다. 제품 추천을 위한 장바구니 분석, 금융기관에서의 리스크 관리를 위한 신용 위험도 예측, 감정"
219,사물인터넷 라즈베리파이 CCTV,기연아,디지털북스,"『사물인터넷 CCTV』는 라즈베리파이를 이용하여 실생활에 사용할 수 있는 CCTV를 메이킹해보는 전 과정을 담고 있습니다. 교육용 컴퓨터로 시작한 라즈베리파이는 이제 ICT 교육을 넘어 메이킹, 산업용으로"
220,오픈 소스 소프트웨어 R을 활용한 공간 분석과 매핑,Chris Brunsdon,한티미디어,『오픈 소스 소프트웨어 R을 활용한 공간 분석과 매핑』은 R이나 공간분석 및 GIS에 대한 사전지식이 전혀 없다는 것을 가정하여 일종의 학습용 교재 형태로 그 줄거리와 내용을 구성한 책이다. 차근차근 읽어
221,머신러닝 시작하기,강민수,한티미디어,▶ 머신러닝에 관한 내용을 담은 전문서적입니다.
222,컴퓨터 구조및 설계: 하드웨어/소프트웨어 인터페이스,David A. Patterson,한티미디어,현대의 컴퓨터 기술은 컴퓨팅 전 분야의 전문가로 하여금 하드웨어와 소프트웨어 둘 다 이해할 것을 요구한다. 여러 수준에서의 하드웨어와 소프트웨어 사이의 상호작용은 컴퓨팅의 기본 원리를 이해하는 근간을
223,머신러닝과 딥러닝 처음 만나는 ,오다카 토모히로,프리렉,"최근 인공지능 연구가 많은 관심을 받고 있다. 그중에서 하나의 기둥이 바로 딥러닝 Deep Learning  기술이다. 딥러닝은 인공지능 연구에서 지금까지 축적된 머신러닝 Machine Learning 의 성과이며, 특히 음성"
224,알고리즘 퍼즐 69 잠자는 코딩 브레인을 깨우는 ,마스이 토시카츠,프리렉,"배운 대로만 프로그래밍하던 시대는 오래전에 끝났습니다. 계속해서 새로운 문제에 부딪히는 지금, 프로그래머에게 필요한 것은 수학적으로 생각하고 알고리즘으로 구현할 수 있는 능력입니다. 이 책에서는"
225,알고리즘 퍼즐 68: 기초편 코딩의 수학적 기초를 다지는 ,마스이 토시카츠,프리렉,컴퓨터를 둘러싼 환경은 시시각각 변하고 있습니다. 이러한 변화 속에서도 변함없이 중요한 것이 바로 알고리즘입니다. 더욱 빠르고 간단하게 프로그램을 작성하려면 알고리즘을 많이 생각해 보아야 합니다. 이
226,마이크로칩 8비트 PIC 마이크로컨트롤러 설계 및 응용,남상엽,상학당,공학도를 위한 『마이크로칩 8비트 PIC 마이크로컨트롤러 설계 및 응용』. 임베디드 시스템 제어 분야의 입문자를 대상으로 삼은 교재다. 마이크로컨트롤러에 대한 기본적 지식이 없어도 꾸준히 단계별 실습을
227,레고 마인드스톰 EV3 마스터 가이드,로렌스 발크,인사이트,레고 마인드스톰은 모터와 센서 그리고 마인드스톰 브릭을 사용해 로봇을 조립하고 움직이게 할 수 있다. 복잡한 로봇 동작 원리나 어려운 공학적 지식이 없어도 누구나 쉽게 로봇을 만들 수 있다는 것이
228,레고 마인드스톰 EV3 로봇 프로젝트,다니엘 베네데텔리,인사이트,『레고마인드스톰EV3 로봇 프로젝트』는마인드스톰을 처음 접하는 초보자를 위한 책이다. 먼저 로봇 조립 재료인 테크닉브릭에 대한 설명을 시작으로 기본적인 조립 기법을 알려 주면서 기본기를 쌓을 수 있게
229,손에 잡히는 아두이노 3판  MakingInsight ,마시모 밴지,인사이트,"『손에 잡히는 아두이노』는 아두이노의 기본 구성과 기초적인 사용법을 설명하는 입문서다. 먼저 LED를 깜빡이고, 버튼으로 LED를 제어하는 연습용 예제로 아두이노의 기본적인 작동 원리를 배운다. 그리고 이"
230,오픈 소스로 미래를 연마하라,VM 비키  브라수어,인사이트,자유 소프트웨어 오픈 소스 FOSS 는 오늘날 인터넷 세상을 움직이는 소프트웨어 개발 기술의 근간을 이루며 바로 여러분과 같은 사람들이 만들고 유지 보수한다. 이 책은 독자들의 기술 숙련도나 전문 분야에
231,"알고리즘 트레이닝 ACM ICPC, IOI/KOI  프로그래밍인사이트 ",스티븐 할림,인사이트,"『ACM ICPC, IOI/KOI 알고리즘 트레이닝』은 자료 구조 및 알고리즘에 대한 기본 지식을 바탕으로 국내외 프로그래밍 경진대회나 각종 알고리즘 테스트를 대비해 문제 해결 능력과 효과적인 코드 구현 방법을"
232,두근두근 아두이노 공작소,마크 게디스,인사이트,아두이노 준비 완료! 이제부터 뭘 해 볼까?『두근두근 아두이노 공작소』는 아두이노라는 작은 보드를 손에 들고 나만의 아이디어가 담긴 창작품을 만들고 싶어 가슴이 두근거리는 초보 메이커를 위한 책이다.
233,클라우드 시스템을 관리하는 기술,토머스 리몬첼리,한빛미디어,"이 책은 대규모 클라우드 인프라와 서비스의 구조와 설계 패턴, 그리고 이를 운영하는 방법까지, 시스템과 팀이 유기적으로 움직이는 비법을 제시한다. 저자들의 구글, 엣시 Etsy , 트위터, 페이스북, 넷플릭스,"
234,알고리즘 문제 풀이 전략 프로그래머의 취업 이직을 결정하는 ,조중필,한빛미디어,"[알고리즘 문제 풀이 전략]은 프로그래머의 역량을 키우는 데 필요한 알고리즘 문제 풀이 전략을 알려준다. 이 책은 취업, 이직, 승진, 알고리즘 대회 준비용으로 적합하다. 1부에서는 프로그래머가 꼭 알아야 할"
235,The Nature of Software Development,론 제프리스,한빛미디어,소프트웨어 개발은 어렵다. 프로젝트가 항상 원하는 방향으로 흘러가지는 않는다. 곳곳에 함정이 있고 때때로 길을 잃어버리고 만다. 그러나 언제나 길은 있다. 이 책 『The Nature of Software Development』는
236,딥러닝 첫걸음,김성필,한빛미디어,머신러닝에서 컨벌루션 신경망까지 다루고 있는『딥러닝 첫걸음』. 딥러닝은 머신러닝의 기반 위에 세워진 기술이다. 딥러닝을 제대로 이해하려면 간단하게라도 머신러닝의 철학을 알고 있어야 한다. 따라서 책의
237,Make: 드론 Make: Projects ,데이비드 맥그리피,한빛미디어,"『Make: 드론』은 쉽게 구할 수 있는 대중적인 상용 드론을 개조하여, 기존 모델보다 강력한 드론으로 업그레이드하는 프로젝트를 다룬 책이다. 이 책에서는 소형 드론 ‘협산 X4’, 국민 드론으로 유명한 중형"
238,메타휴리스틱스 양장본 HardCover ,김여근,전남대학교출판부,"『메타휴리스틱스』는 메타휴리스틱스 metaheuristics 의 주요 기법들을 소개한다. 이들 기법의 개념과 이론과 특징, 그리고 그 적용을 쉽게 이해할 수 있도록 설명한다. 특히 메타휴리스틱의 적용에 있어서"
239,PIC16F73 마이크로컨트롤러 제어실습,박효식,기한재,공학도를 위한 『PIC16F73 마이크로컨트롤러 제어실습』. 마이컴을 활용하여 마이크로컨트롤러에 대해 배워 기본적 하드위어를 설계하고 프로그램을 작성하여 IC 칩에 버닝한 후 전체 시스템을 동작시키는 일련의
240,알고리즘 알기 쉬운 ,양성봉,생능출판사,"『알고리즘』은 알고리즘이 재미있는 과목이라는 것을 알기 쉽고 재미있으며, 친절하게 소개하고 있다. 다양하고 재미있는 삽화와 그림을 곁들이면서 내용의 이해를 돕고 있는 것은 물론이다."
241,소프트웨어와 컴퓨팅 사고,김대수,생능출판사,"『소프트웨어와 컴퓨팅 사고』는 소프트웨어, 코딩, 컴퓨팅 사고를 이해하는데 도움이 되는 다양한 주제와 응용을 서술한 책이다. 새로운 주제에 대해 보다 쉽게 이해할 수 있도록 가급적 쉽고 간단명료하게"
242,사물 인터넷 IoT  4차 산업혁명이 견인하는 다이버전스 기술 ,양순옥,생능출판사,"4차 산업혁명의 변화를 이끌어 가는 기술들이 다양하게 존재하지만, 그 핵심에는 사물 인터넷이 있다. 인터넷이 주로 정보의 접근성을 전 세계로 넓혔다면, 사물 인터넷은 기기나 장비 제어의 접근성을 전 세계로"
243,컴퓨터구조론 개정판 5판  양장본 HardCover ,김종현,생능출판,"현재 컴퓨터는 개인적 용도로 사용되는 모바일용 PC로부터 시작하여 초고속 과학계산을 위한 슈퍼컴퓨터에 이르기까지, 크기와 가격 및 성능에 있어서 매우 다양한 종류의 컴퓨터들이 존재하고 있다. 그런데"
244,패턴 인식,오일석,교보문고,전북대학교 전자정보공학부 컴퓨터공학 교수 오일석의 『패턴 인식』. 수학과 알고리즘에 묻혀 자칫 길을 헤맬 만한 곳에서는 적절한 예제가 등장하여 길잡이 역할을 한다. 인물 소개는 독자의 흥미를 자아낸다.
245,유비쿼터스 컴퓨팅 기반의 비즈니스,김경규,연세대학교출판부,"[표지글]

연세대학교 정보대학원은 'u-비즈니스 전문가 양성을 통한 IT 글로벌 경쟁력 강화'라는 비전하에 BK21사업을 수행하고 있다. 이로써 u-사회 실현을 위해 절대적으로 필요하지만 종래의 IT 관련"
246,운영 체제와 정보기술의 원리,반효경,이화여자대학교출판부,이 책은 컴퓨터 하드웨어와 소프트웨어를 총체적으로 관리하는 핵심 소프트웨어인 운영 체제의 의사 결정 및 동작 원리를 통해 정보 기술의 변하지 않는 원리와 철학에 대해 기술하고 있다. 이 책에서 소개하는
247,알고리즘 트레이닝 북  PROGRAMMING CHALLENGES ,스티븐 스키에나 외,한빛미디어,"프로그래밍 경시 대회를 준비하기 위한 프로그래밍 연습교재. ACM 국제 대학생 프로그래밍 경시대회와 국제 정보 올림피아드, 탑코더 경시 대회 등의 유명한 국제 프로그래밍 경시대회에 대비하여 알고리즘과 코딩"
248,알고리즘 뇌를 자극하는 ,박상현,한빛미디어,None
249,메모리 포렌식,마이클 해일 라이,혜지원,"[메모리 포렌식]은 컴퓨터 메모리 수집과 콘텐츠를 프로파일하는 방법을 학습함으로써 사고 대응, 악성 코드 분석, 디지털 포렌식 능력을 높일 수 있도록 안내한다. 책은 디지털 포렌식, 악성 코드 분석, 네트워크"
250,소프트웨어 공학 실무에 바로 활용하는  개정증보판 ,김희영,21세기사,"이번 개정판은 과거 버전에 비하여 소프트웨어공학 분야의 새로운 이론들을 추가하였다. 대표적인 것이 애자일 방법론에 대한 부분이며, 소프트웨어 아키텍처에 대한 내용인데, 독자가 이미 전문가라면 별로"
251,사물인터넷 개론 4차 산업혁명 시대와 초연결사회를 여는 ,서경환,배움터,"[주요 내용]
이 책에는 시대적 변화의 화두인 개방, 융·복합, 창의성, 플랫폼 등을 기반으로 혁신 모멘텀 수단으로 활용할 수 있는 사물인터넷 관련 내용이 주로 기술되어 있다. 주요 내용은 4차 산업혁명과 그"
252,아이디어를 발명으로 아두이노. 1,양세훈,토마토,이 책은 전자기기나 부품 그리고 소프트웨어와 하드웨어에 대한 사전 지식이 없어도 이해할 수 있도록 구성했고 기초에만 머물지 않고 유선 및 무선으로 기기를 컨트롤 하는 부분까지 커버했다. 이 책을 통하여
253,아이디어를 발명으로 아두이노. 2,양세훈,토마토,이 책은 전자기기나 부품 그리고 소프트웨어와 하드웨어에 대한 사전 지식이 없어도 이해할 수 있도록 구성했고 기초에만 머물지 않고 유선 및 무선으로 기기를 컨트롤 하는 부분까지 커버했다. 이 책을 통하여
254,리팩터링 워크북,윌리엄 웨이크,인사이트,"개발자를 위한 워크북. 이 책은 프로그램의 설계와 구현을 위한 리팩터링 기법에 관하여 다루고 있는 것으로 예제를 통해 종합적인 리팩터링 연습을 할 수 있도록 구성했다. 

《리팩터링 워크북》에서는 냄새에"
255,RFID 시스템과 보안,이훈재,컴원미디어,"[머리말]

본 교재는 전문대학 상위반, 4년제 대학 3-4년반, 또는 대학원에서 RFID실습 초보자용으로 사용가능한 수준에 맞추었다. 특히, RFID 기판 제작을 위하여 부록에서는 '초보자도 무작정 따라하기'"
256,알고리즘. 1 정보 올림피아드 비전서 시리즈 2 ,하성욱,좋은땅,"「정보 올림피아드 비전서 시리즈」2탄『알고리즘 1』. 이 책은 기초 그래프 이론에 관한 책으로 각 알고리즘 별로 관련 ACM 문제를 2개씩 수록하여, 실제 알고리즘을 문제 푸는데 적용해볼 수 있도록 구성되어"
257,알고리즘. 2 정보 올림피아드 비전서 시리즈 3 ,하성욱,좋은땅,"'정보올림피아드 비전서' 시리즈, 제3권 『 C++ 프로그래밍』. 이 시리즈는 정보올림피아드를 준비하는 초ㆍ중ㆍ고생을 위해 저술된 정보올림피아드 교재로 구성했다. 휴대하기 편한 크기로 만들어졌다."
258,Collective Wisdom 에세이 시리즈 세트 전3권 ,조엘 스폴스키,지앤선,"《모어 조엘 온 소프트웨어》이 책은 JoeloSoftware.com을 뒤져서 수백만 번씩 읽힌 유명한 글들을 다시 모은 것으로, 소프트웨어 개발과 설계, 소프트웨어 사업 운영을 비롯한 다양한 주제에 대한 진일보된"
259,레시피로 배우는 아두이노 쿡북 2판  반양장 ,마이클 마골리스,제이펍,『레시피로 배우는 아두이노 쿡북』은 아두이노나 프로그래밍에 대한 경험이 없는 초보자도 무리 없이 시작할 수 있도록 다양한 실전 예제와 지침을 제시한 책이다. 본문은 아두이노 보드와 필수 소프트웨어
260,머신러닝 인 액션 반양장 ,피터 해링턴,제이펍,"『머신러닝 인 액션』은 개발자를 위해 작성된 지침서다. 통계자료 처리, 데이터 분석, 데이터 시각화 등을 독자들의 업무에 바로 적용할 수 있도록 알고리즘 주요 부분을 재사용 가능한 코드로 사용하였다."
261,아두이노 상상을 스케치하다 제이펍의 로봇 시리즈 6  반양장 ,허경용,제이펍,『아두이노 상상을 스케치하다』는 오픈소스 기반의 하드웨어 및 소프트웨어 개발 환경을 바탕으로 비전공자들도 손쉽게 다룰 수 있는 마이크로컨트롤러 보드인 아두이노에 대해 소개한 책이다. 초보자를 위한
262,소프트웨어 테스팅. 2 문제로 배우는 ,권원일,STA,"- 독자대상 : 국제 소프트웨어 테스팅 수험생 
- 구성 : 문제
- 특징 :
① 최신 출제경향을 반영하여 ISTQB FL 실러버스 2011 버전을 분석함
② 풍부한 문제와 그에 따른 실무관점의 정확한 해설로 지식체계를"
263,소프트웨어 테스트 실무 가이드,NIPA STA테스팅컨설팅  엮음 ,STA,"『소프트웨어 테스트 실무 가이드』는 2개의 파트와 15개의 장, 5개의 부록으로 구성하였으며, 쉬운 설명과 내용 전달을 위해 그림과 표를 주로 사용했다. 특히 개발 3년차 김대리가 테스팅을 잘하게 되는"
