순위,제목,저자,출판사,요약
180,C 언어로 배우는 프로그래밍의 기초,김화수,혜지원,"컴퓨터와 프로그래밍이 무엇인지, 어떻게 구성되며 어떻게 동작하는지 근본적인 궁금증에 목마른 독자를 위한 책

이 책은 단순히 프로그래밍 언어의 문법을 설명하는 매뉴얼이 아니라 컴퓨터가 무엇인지,"
181,파이썬 프로그래밍 입문부터 실무까지 한 방에 끝내는  개정증보판 ,조인석,혜지원,"이 책은 1장을 제외 한 나머지 장은 모두 실습이 가능하게 구성되어 있다. 각 파트별로 다음과 같은 내용을 담고 있다. 

Level I ? Beginner  Chapter01 ~ 02  : 준비 단계
파이썬을 처음 접하는 독자"
182,자바로 쉽게 배우는 알고리즘,이충기,배움터,알고리즘은 컴퓨터보다 훨씬 더 폭넓게 쓰이고 있고 컴퓨터가 나오기 훨씬 이전부터 사용되어 왔다. 실제로 알고리즘은 4차산업혁명의 중심이 되는 소프트웨어 분야에서 핵심 역할을 담당하고 있다. 수년 전에
183,프로그래밍 수련법,브라이언 W. 커니핸,인사이트,"프로그래머들은 설계, 디버깅, 테스트, 성능 개선, 소프트웨어 유지보수에 대한 트레이드오프 tradeoff 를 다뤄야만 한다. 이와 함께 소프트웨어의 명세를 유지하면서도 호환성, 견고성, 안정성 같은 문제들을"
184,Visual C++/MFC 프로젝트 따라하기 프로젝트 시리즈 45 ,편집부,컴스페이스,"이 책은 보다 복잡하고 어려운 예제를 통해 VC++의 문법과 더욱 깊은
곳까지 알 수 있도록 구성했습니다. 상용 프로그램에 버금가는 예제와
쉬운 설명이 책 전체를 포괄하는 주제입니다. VC++을 막 시작한 초보"
185,소트웍스 앤솔러지 위키북스 IT LEADERS 7 ,마틴 파울러,위키북스,None
186,포트란 90 입문 공학도와 과학자를 위한 ,Nyhoff,교보문고,"『포트란 90 입문』은 컴퓨터를 사용하여 주어진 문제를 해결하는데 중점을 두고 서술하였으며, 수치적분, 품질제어, 전기회로, 도로건설, 인터넷 주소, 검색과 정렬 등 다양한 실제적 응용문제들에 대하여"
187,C언어의 정석,남궁성,도우출판,"『C언어의 정석』은 C언어 뿐만 아니라 꼭 알아야 하는 기본적인 프로그래밍의 원리와 알고리즘을 자세하면서도 깊이있게 설명하고 있다. 특히 기존의 C언어 포인터에 대한 불완전한 설명을, 저자가 새로운 체계를"
188,윤성우의 열혈 Java 프로그래밍,윤성우,오렌지미디어,『윤성우의 열혈 Java 프로그래밍』은 최신 내용을 바탕으로 새롭게 집필된 자바책이다. 자바 8이 발표되면서 초보자들에게 어려울 수 있는 문법적 요소가 상당수 포함이 되었으나 저자 특유의 쉽고 명확한 설명을
189,C & JAVA 프로그래밍 입문. 2,김석현,삼양애드,"『C JAVA 프로그래밍 입문』제 2권은 프로그래밍을 위한 입문서이다. 이 책은 개념, 원리 그리고 절차에 따라 하나의 문제에 대해 여러개의 제어논리를 작성한다. 그러면서 하나의 논리적이고 합리적인 제어"
190,성공하는 프로그래밍 공부법 사람과 프로그래머 7 ,박재성,로드북,"프로그래밍을 배우려는 사람, 이미 배우고 있는 사람, 교양으로 배우려는 사람, 모두를 위한 책이다. 프로그래밍은 막상 공부하는 과정에서 수많은 실패와 좌절을 경험한다. 그 과정을 이겨내지 못하고 포기하는"
191,Foreign Exchange Algorithm LAB MQL4 언어를 활용한 EA 코딩: 입문자용,김국한,지식과감성,"MQL4 프로그래밍 언어 관련 내용을 정리한 『Foreign Exchange Algorithm LAB MQL4 언어를 활용한 EA 코딩: 입문자용』. 매매원칙의 로직화와 감정통제의 중요성을 익히며, 타인에 의존한 매매나 혹은 감정에"
192,파이썬 for Beginner 2판  IT CookBook 266 ,우재남,한빛아카데미,"① 기본으로 필요한 내용만 쉽게 담았습니다
② IT 비전공자나 저학년 학생들에게 공통으로 필요한 기능 위주로 담되, 후반부에는 IT 관련 학과나 실무자에게도 도움이 되는 심화 내용을 일부 담아 수강생 수준에"
193,객체지향 프로그래밍 한 번 읽으면 두 번 깨닫는 ,김동헌,e비즈북스,"프로그래머라면 피해갈 수 없는 ‘객체지향’의 개념과 원리
기초부터 활용까지 객체지향을 넓고 깊게 바라보는 새로운 솔루션

IT 분야에 종사한다면 누구나 들어보았을 객체지향 프로그래밍. C#과 JAVA로부터"
194,프로그래밍 패턴 위키북스 프로그래밍 & 프랙티스 시리즈 10 ,크리스티나 로페즈,위키북스,『프로그래밍 패턴』은 1940년대 프랑스 작가 레몽 크노가 쓴 '문체 연습'이라는 책의 형식을 빌려 다양한 방법으로 프로그램을 작성하는 방법을 알려주는 책이다. 이 책에서는 단어 빈도 세기라는 간단한 주제로
195,헬로! 파이썬 프로그래밍 개정증보판  위키북스 프로그래밍 & 프랙티스 시리즈 12 ,워렌 산데,위키북스,이 책에서는 파이썬에 매료된 저자와 그의 아들이 함께 프로그래밍을 배워나가면서 간단한 프로그램부터 그래픽과 사운드가 가미된 게임까지 만드는 과정을 그렸다. 컴퓨터 프로그래밍을 처음 접하는 이들의
196,파이썬 데이터 사이언스 핸드북 데이터 사이언스 시리즈 5 ,제이크 밴더플래스,위키북스,≪파이썬 데이터 사이언스 핸드북≫은 데이터 과학에 대한 갈증을 해소하기에 좋은 입문서다. 초보자부터 전문가까지 아우르는 넓은 사용자층을 가진 매력적인 언어인 파이썬 언어가 제공하는 과학 스택을 이용해
197,파이썬으로 만드는 암호화폐 자동 거래 시스템 프로그래밍 & 프랙티스 시리즈 17 ,박재현,위키북스,"트레이딩을 위한 데이터를 저장, 가공, 분석하는 방법까지 한 번에 배울 수 있으며, 파이썬을 이용해 시스템 개발에 필요한 내용을 암호화폐 트레이딩 사례를 통해 익힐 수 있습니다. 이 책의 내용을 처음부터"
198,파이썬을 활용한 크롤러 개발과 스크레이핑 입문 위키북스 데이터 사이언스 시리즈 37 ,카토 카츠야,위키북스,"인공지능, 머신러닝 기술의 발달과 더불어 최근 데이터 분석의 수요가 많아지고 있습니다. 데이터를 유의미한 자료로 활용하기 위해서는 다양한 데이터를 수집하는 ‘크롤링’과 수집한 데이터를 분석하는"
199,할 수 있다! 코딩,롭 퍼시벌,미디어숲,처음으로 코딩을 배우는 사람들은 흔히 “어떤 프로그래밍 언어부터 배워야 하나요?”라고 질문한다. 특정 프로그래밍 언어로 코딩을 배우는 방식은 숲은 보지 않고 나무만 보는 식이다. 난생처음 코딩을 배운다면
200,C++14 STL 철저 입문,아이버 호튼,길벗,"C++14 STL의 단계별 입문서『C++14 STL 철저 입문』. C++ 표준안은 시대의 흐름에 맞춰 3년 주기로 바뀌고 있다. C++08, C++11, C++14까지 나오면서 표준 템플릿 라이브러리 STL 도 바뀌었다. STL 자체는"
201,RxJava 리액티브 프로그래밍,스다 토모유키,길벗,최근 모바일 기기 사용이 늘면서 시스템에서 처리할 이벤트나 데이터가 극단적으로 증가하고 있다. 이에 따라 대용량 데이터의 저장과 업데이트가 쉴 새 없이 이뤄지고 있고 심지어 이 데이터가 실시간으로
202,자바와 JUnit을 활용한 실용주의 단위 테스트,제프 랭어,길벗,"『실용주의 프로그래머』의 앤디 헌트와 데이브 토마스가 알려주는
실용주의 단위 테스트!

클린 코드의 핵심인 단위 테스트, 어디서 어떻게 시작해야 할까? 책에서는 단위 테스트의 개념과 작성 이유부터"
203,파이썬 Jupyter Notebook 실전 입문,이케우치 타카히로,터닝포인트,"""Jupyter Notebook""의 사용법과 ""데이터의 시각화""에 대해 상세히 설명

이 책은 Python을 이용한 데이터 분석에 관심이 있거나 Jupyter Notebook의 사용법을 배우고 싶어 하는 초보자부터 이미 Jupyter"
204,코틀린 프로그래밍 쿡북,아난드 셰카르 로이,터닝포인트,이 책은 개발자들이 처음 코틀린을 사용해 개발할 때 흔히 겪는 문제에 대한 완벽한 해법을 제시해주고 있다. 또한 코딩하는 데에 필요한 트릭과 컨셉들을 배우는데 최고의 솔루션을 제공한다. 그동안 몰랐던
205,젠킨스 마스터,조나단 맥앨리스터,에이콘출판,"하루가 다르게 진보하는 기술 속에서 IT 기업들은 배포 자동화, 품질 검증 활동 자동화 등을 비즈니스 역량과 통합해 대응하는 추세다. 대표적인 자동화 솔루션인 젠킨스를 활용하면 격리된 조직 부서들을 하나로"
206,Go 언어를 활용한 마이크로서비스 개발,닉 잭슨,에이콘출판,마이크로서비스의 아키텍처를 소개한다. API 디자인· 컨테이너화 Docker · 테스트· 공통 아키텍처 패턴 등 마이크로서비스의 구축에 필수적인 내용부터 모니터링· 보안· 배포 등 서비스 운용과 관련된 고려
207,JVM 언어 입문,빈센트 반 데르 렌,에이콘출판,자바 가상 머신 JVM 을 등장시킨 자바 플랫폼에 대한 개괄적인 내용과 JVM의 주요 개념을 설명하고 가장 인기 있는 사용 사례를 소개한다. JVM 언어로 가장 대표적인 자바의 기본 원리와 애플리케이션 개발 방법을
208,초보를 위한 젠킨스 2 활용 가이드 2/e 2판 ,니킬 파타니아,에이콘출판,최근 소프트웨어 개발 업계에서 지속적인 통합을 위해 사용하는 도구 중 가장 널리 쓰이는 것은 젠킨스이다. 젠킨스는 최근 2.0 버전의 배포를 통해 또 한 번의 도약을 준비하고 있다. 이 책에서는 젠킨스 2.0
209,Kubernetes in Action 수정판 ,마르코 룩샤,에이콘출판,쿠버네티스를 이용해 애플리케이션을 효과적으로 개발하고 운영할 수 있는 방법을 초보자들도 쉽게 이해할 수 있도록 설명한다. 쿠버네티스 아키텍처 및 각 객체에 대한 개념을 명확히 정립할 수 있도록 예제와
210,스위프트 4: 프로토콜지향 프로그래밍 3판 ,존 호프만,에이콘출판,"스위프트가 해마다 발전하면서 프로토콜지향 프로그래밍 역시 계속해서 변화하고 있다. 스위프트 2에서 처음으로 언급된 프로토콜지향 프로그래밍은 스위프트가 3, 4로 업데이트 되면서 클래스보다는 구조체나"
211,파이썬 디자인 패턴 2판 ,체탄 기리다,에이콘출판,소프트웨어의 유지보수와 확장성을 생각한다면 설계 단계에서 디자인 패턴은 최선의 해결책이다. 이 책에서는 파이썬을 기반으로 GoF가 처음 제시한 대표적인 디자인 패턴을 설명한다. 현업에서 실제로 사용되는
212,Head First Python 개정판 ,폴 배리,한빛미디어,이 책은 『Head First』 시리즈 학습 원리에 기초하여 모든 페이지가 그림과 대화체를 바탕으로 구성되어 있습니다. 딱딱한 강의식 말투보다는 개인적으로 대화를 나누듯 재미있는 설명으로 파이썬을 다룹니다.
213,자바 프로젝트 필수 유틸리티,쇼다 츠야노,한빛미디어,"이 책은 자바 프로젝트를 수행하는 데 유용한 깃/깃허브, 젠킨스, 메이븐, 그레이들, SBT를 협업 관점에서 소개합니다. 단순히 기능만 소개하는 것이 아니라 현업에 유용한 플러그인들을 활용하고, 다른 도구와"
214,"해커, 광기의 랩소디 복간판 ",스티븐 레비,한빛미디어,"1950년대 후반부터 1980년대 초반까지 위험을 무릅쓰고, 규칙에서 벗어나고, 세상을 근본적으로 바꾸는 방향으로 이끈, 뛰어나고 별난 컴퓨터 괴짜들의 이야기다. 오로지 열정과 자유로운 정신에서 시작된 그들의"
215,파이썬 프로젝트 Active 개발 가이드 애프터스킬 시리즈 ,최원우,아이콕스,"모바일 시대의 도래와 함께 주로 자바 Java  기반의 대형 서버 프로젝트로 개발되던 서비스들은 점차 규모적인 소형화 및 내용적인 고도화를 거치게 되면서, 상대적으로 소규모의 기업들이 탄생하게 되었고 그로"
216,자바 네트워크 프로그래밍 4판 ,엘리엇 러스티 해럴드,제이펍,"이 책은 자바 네트워크 프로그램을 개발하기 위한 완벽한 내용을 제공한다. 여러분은 이 책을 통해 멀티스레드 서버, 암호화 통신, 로컬 네트워크 브로드캐스팅과 서버 측 프로그램으로 데이터를 전송하는 것과"
217,도커: 설치에서 운영까지 제이펍의 클리우드 시리즈 11 ,칼 마티아스,제이펍,『도커: 설치에서 운영까지』는 소프트웨어를 대규모로 배포하는 방식을 빠르게 바꾸고 있다. 하지만 리눅스 컨테이너가 여러분의 워크플로에 적합할지를 판단하는 것은  그리고 세세한 부분까지 제대로 연동하는
218,웹 크롤링 테크닉 자바스크립트와 Node.js를 이용한 ,쿠지라 히코우즈쿠에,제이펍,[자바스크립트와 Node.js를 이용한 웹 크롤링 테크닉]은 자바스크립트의 기본을 알고 있는 독자나 프로그래밍 중급자를 대상으로 한다. 언어와 상관없이 초급에서 중급 수준의 독자가 읽으면 반드시 큰 도움이 될
219,ROS로 배우는 로봇 프로그래밍 제이펍의 로봇 시리즈 10  반양장 ,모건 퀴글리,제이펍,ROS 개발자가 직접 알려주는 로봇 프로그래밍 노하우를 소개하는 [ROS로 배우는 로봇 프로그래밍]. ROS의 메커니즘과 로봇을 제어하기 위해 그 메커니즘을 활용하는 방법을 명쾌하게 소개한다. 기발한 로봇
220,처음 만나는 파이썬 First Step Series 2  반양장 ,가마타 마사히로,제이펍,"파이썬의 왕도를 안내하는 [처음 만나는 파이썬]. 이 책은 파이썬의 기본을 탄탄한 이론과 상세한 해설, 실용적 예제로 재미있게 구성되어 있다. 또한, 파이썬의 기본 기능 소개는 물론 프로그래밍할 때 필요한"
221,ASP.NET MVC5 반응형 웹 개발 및 서비스,강창훈,비제이퍼블릭,웹 사이트 및 웹 개발 기술은 ICT 정보통신기술  서비스 분야에서는 개발 및 서비스의 핵심이자 필수 기술 중 하나이다. 각 분야 전문가를 꿈꾼다면 여러 개발 과정 중 하나 이상의 분야를 선택하고 그 분야의
222,손에 잡히는 파이썬,문용준,비제이퍼블릭,파이썬은 다양한 소프트웨어 개념을 수용해서 점진적으로 버전을 진화한 프로그래밍 언어이다. 파이썬은 버전이 계속 변경되지만 내부 원칙을 일관성 있게 준수한다. 이 말은 버전이 바뀌어도 만들어진 개념을
223,코틀린 이것만 보면 돼,서준수,비제이퍼블릭, 
224,작심 3일 파이썬 Python,황덕창,스포트라잇북,"파이썬을 배우는 가장 좋은 방법은 ‘수준에 맞는 과외’를 받는 것이라는 취지를 가지고 비전공자, 특히 문과 전공자들에게 적합한 3일 간의 강습을 엮은 책이다. 초보용 도서지만 쉬운 내용만 담긴 것은 아니다."
225,엔지니어를 위한 파이썬,나카쿠키 켄지,제이펍,이 책은 과학 기술 컴퓨팅에서 파이썬이 지니는 매력을 많은 사람에게 알리고자 집필하였습니다. 파이썬의 언어 스펙뿐만 아니라 주요 라이브러리의 사용법과 고속 처리를 위해 필요한 기초 지식 및 실무 기법을
226,카프카 핵심가이드,네하 나크헤데,제이펍,"이 책은 카프카를 이해하기 위해 반드시 알아야 할 내용이 가득한 실용적인 안내서이며, 카프카의 아키텍처 및 내부 프로세스에 대한 전반적인 내용을 다루고 있다. 또한 카프카의 API를 사용하는 애플리케이션"
227,테라폼 설치에서 운영까지 Terraform Up&Running  I♥Cloud 제이펍의 클라우드 시리즈 18 ,예브게니 브릭만,제이펍,"초보 개발자와 베테랑 시스템 관리자 모두를 위한 테라폼 설치 및 운영 노하우 제공!
국내 최초로 소개되는 테라폼 입문서!

테라폼은 아마존 웹 서비스, 구글 클라우드 플랫폼 및 마이크로소프트 애저를"
228,함수형 언어 산책,이동규,제이펍,"이 책은 최초의 함수형 언어인 리스프 LISP 부터 리스프를 바탕으로 만들어진 강력한 에디터인 이맥스 Emacs , JVM 위에 되살아난 현대판 리스프인 클로저 Clojure , 순수 함수형 언어인 하스켈 Haskell ,"
229,자바 트러블슈팅 전면개정판 ,이상민,제이펍,"건강한 서비스를 위한 scouter 활용법은 물론,
그 밖의 시스템 장애 극복을 위한 다양한 도구 사용법을 배운다!

기술이 아무리 발전하고 뛰어난 개발자가 있더라도 사람이 만든 프로그램은 언제든 장애가"
230,코딩의 시작은 프로세싱으로,양재희,연두에디션,▶ 이 책은 코딩을 다룬 이론서입니다.
231,C++17 프로그래밍 시작하자! ,박헌재,투에이치앤에스,[C++17 프로그래밍]은 비교적 최신 버전이라 할 수 있는 C++17 버전에 맞추어져 C++ 언어를 소개하고 있습니다. C++17 버전은 이미 완성된 버전이 아닌 실험 단계에 있는 버전으로 미처 컴파일러에 반영되지 못한
232,파이썬으로 배우는 컴퓨팅사고,김진일,연두에디션,파이썬으로 배우는 『컴퓨팅사고』는 파이썬을 처음 접하는 입문자를 위하여 파이썬 프로그래밍의 기초적인 개념을 자세히 설명하고 개념 이해를 위해 내용과 연관된 그림을 활용하였다. 프로그램 소스 코드와
233,"카프카, 데이터 플랫폼의 최강자",고승범,책만,"국내 최대 모바일 플랫폼 회사인 카카오에서 '전사 공용 카프카' 서비스를 운영하고, 데이터 파이프라인과 빅데이터 플랫폼을 구축한 저자들의 풍부한 지식, 생생한 실전 경험, 노하우가 가득 담긴 책!

카프카"
234,비트코딩 라이트 : 파이썬,박해민,햄큐,"● 최초의 문제은행식 코딩 문제집!
● 516문제 수록!
● 단원마다 난이도 별 연습문제로 개념을 확실하게!
● 다양한 영역, 다양한 주제의 신선한 문제 수록!
● 실습이 중요한 코딩! 연습을 위한 최고의"
235,비트코딩 라이트 : C언어,박해민,햄큐,"● 최초의 문제은행식 코딩 문제집!
● 539문제 수록!
● 단원마다 난이도 별 연습문제로 개념을 확실하게!
● 다양한 영역, 다양한 주제의 신선한 문제 수록!
● 실습이 중요한 코딩! 연습을 위한 최고의"
236,누구나 파이썬 너도 데이터 가지고 놀 수 있어!. 1,민형기,토마토북,"이 책은 한 주제를 깊이 있게 다루는 것이 아니라, 파이썬을 기초부터 배우는 분들을 위해 파이썬으로 할 수 있는 재미있는 일을 보여주어 동기를 부여하고 다양한 분야를 체험하는 것이 목표입니다.
“파이썬과"
237,Functional C#,위스누 앤거로,에이콘출판,"C# 개발자를 위한 함수형 프로그래밍 학습서다. 명령형 프로그래밍 방식과 함수형 프로그래밍을 비교하고, 함수형 프로그래밍을 위한 C#의 언어적 지원과 이를 이용한 실제 구현 예를 살펴보면서 함수형"
238,파이썬 정복,김상형,한빛미디어,"어떤 독자를 위한 책인가? 
 
-. 프로그래밍을 전혀 경험해보지 못한 일반인
-. 파이썬을 배워서 현업 업무에 접목시키려는 직장인 경영/기획, 분석, 전략, 통계, 영업/마케팅 등 
-. 파이썬 웹 개발,"
239,처음 시작하는 AWS 람다 Hanbit RealTime 137 ,매튜 풀러,한빛미디어,[처음 시작하는 AWS 람다]는 경량 애플리케이션에서 사물인터넷과 마이크로서비스까지 담은 책이다. AWS 람다를 이용하면 클라우드에서 서버 관리에 대한 걱정 없이 코드를 배포할 수 있다. 서버 유지 관리나 패치
240,아두이노와 피지컬 컴퓨팅 with 파이썬 코딩 첫걸음 시리즈 8 ,이원규,교학사, 
241,코드업과 함께 하는 C언어 & 문제 해결,배준호,삼양미디어,"이 책은 코드업 온라인 저지를 활용한 C 언어 프로그래밍 학습용 교재입니다. 프로그래밍의 본질인 문제 해결 방법을 익히는 데 초점을 두어 따라하기 형태의 기본 예제를 통해 코드를 확인하고, 핵심 내용을"
242,대규모 병렬 프로세서 프로그래밍,데이비드 B. 커크,비제이퍼블릭,"『대규모 병렬 프로세서 프로그래밍: CUDA를 이용한 실용적 접근』은 학생들과 전문가 모두에게 병렬 프로그래밍과 GPU 아키텍처의 기본 개념을 밝혀주며, 병렬 프로그램을 작성하기 위한 다양한 기법들을 자세히"
243,지오지브라 명령어 실행가이드북 지오지브라 시리즈 7 ,최경식,교우사,『지오지브라 명령어 실행가이드북』은 지오지브라의 기능을 충분히 활용할 수 있도록 지오지브라의 명령어를 정리한 책이다. 손쉽게 명령어를 찾아볼 수 있도록 각 기능별로 명령어를 분류하여 제시하고 있으며
244,C언어 기초 C언어를 이용한 SW코딩입문서 ,강형일,복두출판사,▶ 이 책은 C언어를 이용한 SW코딩입문에 대해 다룬 도서입니다. C언어의 기초적이고 전반적인 내용을 확인할 수 있도록 구성했습니다.
245,C프로그래밍 오답노트 애프터스킬 ,문찬승,아이콕스,"""이 현상은 왜 일어날까?"", ""왜 느려지지?"", ""왜 값이 제대로 안 나와?""
실무 개발자라면 위와 같은 질문들은 필수라고 할만큼 당연한 '개선의 계기'가 되는데요.
본 책은 C 개발 과정에 있어 이러한 근본적인"
246,Python Programming 터틀부터 게임 개발까지 코딩 첫걸음 시리즈 9 ,이영준,교학사,"이 책은 Python을 학습하기 위한 여러 가지 방법을 중고등학교, 교육 연구기관, 대학의 교육 전문가들이 현장에서 쌓은 노하우들을 바탕으로 제시하고 있습니다. 또한 2015 개정 고등학교 정보과 교육과정에서"
247,VISUAL C++ 6 완벽가이드 2판  CD1장포함 ,김용성,영진닷컴,Visual C++이나 윈도우 프로그래밍에 대한 경험이 없는 초보자도 볼 수 있는 책이다. 윈도우 프로그래밍을 시작하는 이들이 C언어에 대한 기초적인 문법 지식을 가지고 있다고 가정하여 C언어의 기초문법은
248,C & C++ 완벽가이드 SECOND EDITION  김용성의 ,김용성,영진닷컴,"프로그래밍을 처음 배우는 사람들과 초급자, 중급자를 위한 『C & C++ 완벽가이드』. 이 책은 난이도가 아닌 사용빈도에 의해 주제를 선별하여, 프로그래밍을 할 때 자주 사용되는 일반적인 기술을 설명한다. C와"
249,코딩 인터뷰 퀘스천,Narasimha Karumanchi,영진닷컴,『코딩 인터뷰 퀘스천』은 코딩 인터뷰 Coding Interview 를 준비하는 사람들을 위해 문제 모음과 이에 대한 전략적인 해결 방법을 소개하는 트레이닝 가이드북입니다. 프로그래밍 기초 개념부터 시작해 복잡도
250,이게 진짜 C++ 프로그래밍이다,이동익,영진닷컴,"『이게진짜 C++ 프로그래밍이다』는 C언어를 비롯해 프로그래밍 언어를 접해본 독자들이 C++ 언어를 배울 수 있도록 구성한 책이다. C++ 언어의 기초부터 클래스와 객체, 상속, 예외 처리, 파일 입출력, 나아가"
251,그림으로 배우는 Java Programming 2판 ,Mana Takahashi,영진닷컴,『그림으로 배우는 Java Programming』은 프로그래밍 경험이 없더라도 Java를 기초부터 심화 내용까지 Java의 모든 것을 그림으로 쉽게 설명해주는 Java 입문서이다. 기존 출간되었던 ‘그림으로 배우는 Java
252,파이썬 입문교실 가장 쉬운 ,오오사와 후미타카,영진닷컴,「파이썬 입문교실」은 파이썬 기본 문법부터 모듈을 활용한 PDF 작성까지 파이썬의 가장 기본이 되는 내용들을 다루고 있습니다. 프로그래밍 언어 중에 가장 쉽고 강력한 파이썬 언어를 이용하여 프로그래밍을
253,개념있는 JAVA,시바타 보요,영진닷컴, 
254,수학으로 배우는 파이썬,다나카 카즈나리,영진닷컴,"최근 초등학생들이 프로그래밍 언어를 배우는 시대가 왔습니다. 또한, IT 입문자들이나 비전공자들에게도 프로그래밍 공부가 확산되고 있습니다. 그중에서도 파이썬은 문법이 다른 언어에 비해 간결하고 생산성이"
255,Visual Basic이 보이는 그림책,"ANK Co., Ltd.",성안당,"[Visual Basic이 보이는 그림책]은 Visual Basic 입문서로, Windows 애플리케이션을 작성하는 방법은 물론 Visual Basic의 문법을 기초부터 확실히 이해하는 데 중점을 두고 있습니다. 글보다 이미지를 중심으로"
256,C로 배우는 자료구조와 알고리즘,Y박사  기획 ,성안당,"『C로 배우는 자료구조와 알고리즘』은 자료구조의 기본인 변수와 자료형, 배열, 리스트, 스택, 큐, 트리, 포인터, 연결 리스트와 알고리즘의 가장 기본인 정렬과 검색 알고리즘을 개념 이해를 돕는 그림과 함께"
257,C 기초 플러스 6판 ,Stephen Prata,성안당,"『C 기초 플러스』는 프로그래머와 디벨로퍼들이 반드시 알아야 할 핵심 주제를 세심하게 테스트하고, 정교하게 다듬어 제공하는 완벽한 C언어 지침서이다. 바로 이전의 5판까지 전 세계적으로 55만부가 판매된,"
258,파이썬이 보이는 그림책,"ANK Co., Ltd.",성안당,"파이썬, 이 책 한권이면 끝난다! 파이썬 기초 결정판!
빠르고 재미있게 배우고 싶은 이에게 가장 쉬운 그림책 시리즈 최신간!

파이썬은 요즘 가장 핫한 프로그래밍 언어이다. 프로그래밍 순위에서 C, 자바에"
259,파이썬 Python : 1학년,모리 요시나오,성안당,"만화처럼 빨려 들어가는 비주얼한 프로그래밍 입문서 1학년 시리즈! 
염소 박사님, 다솜 양과 함께라면 인공지능 앱도 뚝딱!
 
누구에게나 가볍고 쉬운 파이썬 입문서!"
260,이젠 나도! 파이썬,이지선,성안당,"빅데이터 시대, 다양한 라이브러리를 갖춰 강력한 통계 기능으로 인공지능의 세부 과목인 딥러닝에도 많이 활용되는 대세 프로그래밍 언어 파이썬을 배우고자 하는 모든 이들을 위한 제대로 된 입문서이다. 다른"
261,C++가 보이는 그림책,"ANK Co., Ltd.",성안당,객체 지향 언어 C++ 씨 플러스플러스 를 가장 쉽게 소개하는 책으로 이번에 출간된 일본 쇼에이사의 번역판인 제2판은 기존의 1판이 6쇄까지 나온 바 있으며 MS의 비주얼 스튜디오 비주얼 커뮤니티  2017 설치법과
262,C로 배우는 알고리즘 1,이재규,세화,알고리즘의 기본 개념과 용어를 알기쉽게 풀이한 책. 기본적인 자료구조에서 어려운 자료구조까지 그 원리와 C로 구현함에 있어서의 문제점을 상세히 소개했다. 재귀호출에 대한 해석법과 재귀호출을 제거하는
263,컴파일러 입문 개정판 ,오세만,정익사,"컴파일러 전 과정을 체계적으로 살펴볼 수 있도록 한 교재 『컴파일러 입문』. 컴파일러 과정을 체계적으로 실습할 수 있도록 골격 프로그램을 수록하고, 컴파일러 이론과 개념을 쉽게 이용할 수 잇도록"
264,C++ 프라이머 5판 ,Lippman,Pearson,『C++ Primer』은 C++ 초보자를 위한 책이다. 차근차근 한 단계씩 언어의 여러 기능을 설명한다. C++에 대해 권위 있고 포괄적으로 소개하며 C++ 11 표준에 맞춰 개정되었다. 언어의 모든 내용을 상세히 알지
265,R Shiny 프로그래밍 가이드,고석범,한나래아카데미,‘R 샤이니 Shiny  패키지’는 R의 뛰어난 데이터 분석 능력 기능이 확장된 웹 애플리케이션 프레임워크이다. 이 책은 R 샤이니의 그 눈부신 면을 탐구하려는 독자들을 위한 안내서다. 이 책을 통해 독자들은 R
266,프로그래밍 가이드북,Tuyano Syoda,정보문화사,"프로그래머가 되기 전에 꼭 읽어야 할 『프로그래밍 가이드북』. 처음에 프로그래밍 언어의 세계를 알려주면서 프로그래밍이 무엇인가부터 시작된다. 프로그래머는 어떤 사람이며, 어떤 형태의 프로그래머가"
267,프론트엔드 개발 첫걸음,Hara Kazuhiro,정보문화사,"자바스크립트 프론트엔드 개발 프레임워크의 첫걸음!

이 책은 풍부한 UI를 구축할 수 있는 자바스크립트로 만든 프론트엔드 프레임워크로 React, Angular, Vue.js, React Native를 다룬다. 또한 iOS와"
268,코딩으로 배우는 센서,김형태,내하출판사,"센서를 코딩으로 배우는 기술 실무서-

ㆍ 센서의 구동원리와 C 코드 응용방법
ㆍ 대만 Nuvoton사의 32비트 ARM 코어 Cortex-M0을 이용한 센서 소스
ㆍ 아두이노 나노, 우노  보드에서 동작되는 센서 소스"
269,자바 병렬 프로그래밍 멀티코어를 100% 활용하는 ,브라이언 게츠,에이콘출판,None
270,UML을 활용한 객체지향 분석 설계,그래디 부치,에이콘출판,『UML을 활용한 객체지향 분석 설계』는 객체지향 구루들이 표준 UML 2.0을 기반으로 근본적인 객체지향 세계의 이해부터 대규모 시스템 개발에 이르기까지 소프트웨어 개발에 필요한 다양한 내용을 제시한다.
271,루씬 인 액션 개정판  에이콘 오픈소스 프로그래밍 시리즈 22 ,마이클 맥캔들리스,에이콘출판,『루씬 인 액션』은 외주 개발이든 사내 개발이든 간에 전문적인 검색 기능을 필요로 한다면 최우선으로 고려해야 할 루씬에 대해 색인부터 검색과 고급 설정까지 예제 기반으로 설명한 책이다. 루씬의 A부터
272,JBoss 인피니스팬 따라잡기 acorn+PACKT ,프란체스코 마르치오니,에이콘출판,"『JBoss 인피니스팬 따라잡기』는 분산 캐시와 데이터그리드 솔류션을 사용하고자 하는 개발자와 아키텍트가 인피니스팬을 사용하는데 있어 가장 중요한 개념들을 가르쳐 준다. 인피니스팬 설치, 설정뿐 아니라"
